63.019155,-0.265573,-0.341795,-1.320917,-1.012390,-19.472948,146.458442
63.937085,-1.350435,-0.326659,-0.519365,-0.411525,-19.407329,141.494579
62.833218,-0.447441,-0.328588,-1.468680,-0.394908,-19.471142,147.882832
63.985041,-0.369379,-0.329629,-1.488530,-0.625748,-19.440388,144.952498
53.429415,-1.341969,-0.330112,-1.461879,-0.637642,-19.539424,151.583919
62.871127,-1.441640,-0.338092,-1.834787,-0.120851,-19.415731,143.098685
60.334076,-1.310982,-0.327039,-0.854261,-0.500460,-19.457490,146.310493
57.841070,-1.792131,-0.347903,-0.709707,-0.389117,-19.530155,148.234171
57.652191,-1.235936,-0.337428,-1.257386,-0.675556,-19.463363,145.477014
62.704876,-0.749286,-0.328488,-1.157785,-1.052442,-19.379271,140.758832
66.573916,-0.301159,-0.341093,-1.139242,-0.428503,-19.361778,136.891235
57.577995,-2.182266,-0.347013,-1.171260,-0.190139,-19.520194,146.602551
60.688263,-1.308232,-0.351891,-1.538065,-0.248045,-19.466929,145.954624
59.360632,-2.164276,-0.342170,-0.377074,-0.376535,-19.522522,146.626795
56.192058,-1.353517,-0.338632,-1.009406,-0.763718,-19.498315,146.580031
57.406022,-1.117855,-0.342922,-1.288613,-0.492892,-19.558774,150.408002
57.044247,-1.245216,-0.346046,-1.720045,-0.607572,-19.434030,142.994745
58.913944,-1.010232,-0.330729,-1.465887,-0.845165,-19.414507,142.279793
52.896059,-1.585214,-0.344556,-1.331793,-0.724669,-19.461288,143.096694
50.553176,-1.288764,-0.323611,-1.128858,-1.332410,-19.484226,146.472221
53.583757,-1.405078,-0.339327,-1.185035,-0.809272,-19.507322,148.924353
60.046486,-1.157886,-0.343534,-1.246314,-0.806336,-19.379756,138.909185
53.026647,-1.775598,-0.339249,-1.063373,-0.715939,-19.445384,145.340576
61.658974,-1.123898,-0.345494,-1.491065,-0.241582,-19.462606,145.298006
58.485132,-1.764356,-0.347263,-1.029603,-0.523596,-19.383152,138.903333
63.030585,-1.410884,-0.339973,-0.655973,-0.263517,-19.439080,143.535766
61.189964,-1.209080,-0.338867,-0.513064,-0.787895,-19.460197,144.378683
53.384327,-1.090997,-0.343234,-1.585113,-1.380660,-19.402492,141.195697
53.120991,-1.540937,-0.341659,-1.533263,-0.723030,-19.408923,141.431195
63.637055,-0.932427,-0.347787,-0.760126,-0.628947,-19.403413,140.775875
58.597918,-0.699219,-0.329171,-1.334194,-1.454012,-19.477880,147.078955
58.804428,-1.341298,-0.345727,-0.705462,-0.616189,-19.509221,148.079743
50.220763,-1.812326,-0.352206,-1.280604,-0.835303,-19.414420,141.455167
60.064408,-0.900516,-0.337746,-1.541497,-0.439231,-19.494578,147.243045
57.070785,-2.491939,-0.334159,-1.113189,-0.144269,-19.528139,149.986633
60.810199,-1.034926,-0.331199,-0.847389,-1.049135,-19.403252,142.566520
53.345832,-1.337744,-0.331541,-1.673130,-0.650387,-19.493226,148.144037
60.032756,-0.860483,-0.328448,-1.253370,-1.264637,-19.390508,141.171466
66.079541,-0.002432,-0.347223,-1.767865,-1.105336,-19.382480,138.749921
53.006305,-1.682255,-0.330726,-1.307844,-0.733151,-19.379570,139.042729
59.884836,-0.815442,-0.357706,-1.204248,-0.406973,-19.546356,148.809075
64.515568,-1.402623,-0.333844,-0.787655,-0.174885,-19.389184,141.055190
61.925265,-0.753906,-0.312685,-1.349151,-0.650411,-19.436457,144.884738
58.368427,-1.431392,-0.339834,-0.574551,-0.812043,-19.500229,147.055434
62.454394,-0.625968,-0.339155,-1.793099,-0.295380,-19.472808,145.099592
62.332001,-1.366013,-0.335728,-1.143673,-0.353520,-19.392195,139.823819
57.554036,-1.594039,-0.339428,-0.914108,-0.299379,-19.568444,151.538785
63.361465,-1.011415,-0.347826,-0.064767,-1.105186,-19.480085,144.162159
62.602411,-1.203120,-0.320201,-1.443687,-0.221446,-19.419522,143.412917
56.381639,-1.378685,-0.337906,-1.205879,-0.735961,-19.448088,143.542599
56.179917,-1.141428,-0.338855,-1.137735,-0.879359,-19.518959,148.807104
53.862143,-1.275760,-0.338681,-1.657792,-0.749986,-19.476357,147.031371
51.331134,-1.973428,-0.332241,-1.041896,-0.738713,-19.397614,140.009511
53.017628,-1.290795,-0.342916,-1.156904,-1.167730,-19.486249,145.289920
61.684732,-0.804854,-0.342454,-1.637076,-0.544012,-19.438273,143.738080
57.111751,-1.352073,-0.342350,-1.132628,-0.906076,-19.385483,140.426010
57.043090,-1.523864,-0.340424,-0.997105,-0.461040,-19.524676,149.173264
55.036595,-0.887419,-0.333752,-1.402133,-1.078633,-19.566788,152.209062
50.084196,-1.358193,-0.335630,-1.621286,-0.664951,-19.615326,156.903937
58.900645,-1.388675,-0.333645,-1.011753,-0.714298,-19.396501,140.596700
59.205083,-1.766033,-0.344112,-0.973970,-0.155723,-19.550525,149.933159
62.790973,-1.514853,-0.349752,-0.900683,-0.161997,-19.445114,141.574354
51.651106,-1.674413,-0.333187,-1.176446,-0.738007,-19.478106,147.018846
55.519132,-1.739135,-0.358409,-1.589369,-0.348162,-19.504673,146.080732
63.422949,-1.389928,-0.331711,-0.423158,-0.605697,-19.405995,140.602084
55.047487,-1.491297,-0.333022,-1.641011,-0.512203,-19.448997,145.038837
58.946138,-1.187889,-0.326788,-0.637161,-0.952715,-19.486837,147.305652
52.418340,-1.386714,-0.344656,-1.634505,-0.795843,-19.454548,143.912579
54.190415,-1.617336,-0.327817,-1.344572,-0.641987,-19.415059,140.789975
57.974560,-1.285111,-0.328624,-0.651762,-0.462746,-19.590339,153.583531
61.690683,-0.191585,-0.341993,-1.473710,-0.909223,-19.524504,150.842392
60.684975,-1.281327,-0.334895,-0.774400,-0.377172,-19.488762,147.411036
61.676213,-0.456951,-0.329524,-1.229406,-0.725618,-19.501923,149.730762
63.119261,-0.536209,-0.325632,-1.338855,-0.561949,-19.451507,145.908876
54.909392,-1.469621,-0.346075,-1.383417,-0.505363,-19.527578,149.671125
61.916589,-1.606321,-0.340402,-1.697993,-0.121058,-19.439314,143.940857
63.085976,-1.352723,-0.323180,-0.894948,-0.138271,-19.455673,145.843334
57.768303,-1.880108,-0.347007,-0.676375,-0.318270,-19.558748,150.337106
55.431811,-1.454037,-0.346451,-1.143953,-0.732982,-19.481948,146.731784
61.132998,-0.896625,-0.325702,-0.999459,-0.976974,-19.420316,142.970095
67.116194,-0.214082,-0.344688,-1.836928,-0.183525,-19.348926,136.629558
57.009912,-2.263835,-0.347923,-1.100663,-0.195257,-19.531707,146.986285
62.451652,-1.363549,-0.339621,-1.193997,-0.161829,-19.445495,144.838169
59.677849,-2.037788,-0.343217,-0.358603,-0.416342,-19.519941,146.250495
59.664839,-1.295904,-0.338306,-0.724664,-0.428880,-19.525416,148.390498
58.815214,-1.262091,-0.344650,-1.422510,-0.309659,-19.520323,148.980435
59.762487,-1.130483,-0.337590,-1.844655,-0.435492,-19.430678,142.884508
59.784042,-1.183065,-0.325072,-1.031114,-0.540219,-19.469484,145.327563
55.482554,-1.475325,-0.343054,-1.285561,-0.678468,-19.444567,142.595326
55.012530,-1.180187,-0.325277,-1.217662,-1.046871,-19.458368,145.372298
