69.610904,-7.639779,-0.161699,-1.024047,-1.020025,-0.065471,-19.330452,142.048843
67.711061,-8.347258,-0.136942,-0.829518,-0.968367,0.040004,-19.391548,144.457745
65.665154,-8.276974,-0.054717,-0.912283,-0.690894,0.086880,-19.451720,148.911970
67.318102,-8.034265,-0.182713,-1.042099,-1.023696,0.094714,-19.412035,145.616257
67.149750,-8.614731,-0.026365,-0.835112,-0.680761,0.109256,-19.410720,146.964070
69.630743,-7.952801,-0.116543,-1.212923,-0.694197,0.006769,-19.326062,139.892121
68.054970,-6.501000,-0.055399,-1.436812,-0.763347,0.114558,-19.378859,143.339776
67.314300,-7.793743,-0.147968,-1.214707,-0.793056,0.011340,-19.411126,146.245799
66.868075,-7.306028,-0.076011,-1.170665,-0.735366,0.054960,-19.419475,146.540626
68.769165,-6.600975,-0.109419,-1.336088,-0.924574,0.104574,-19.364419,142.855771
68.905243,-7.930356,-0.026755,-1.105769,-0.618274,0.126654,-19.351683,141.430745
68.174677,-7.136138,-0.019836,-0.977644,-0.830474,0.093027,-19.369057,144.978873
69.475541,-8.497372,-0.106929,-0.862619,-0.845062,0.040221,-19.332874,141.217952
70.371899,-8.668407,-0.040677,-1.033399,-0.591278,0.069587,-19.310071,141.086453
66.993398,-7.651930,-0.105988,-1.029163,-0.832646,0.036219,-19.417936,146.377975
68.483141,-7.038673,-0.020208,-0.986418,-0.811298,0.077471,-19.365015,142.801783
65.928145,-9.431183,-0.154510,-1.079862,-0.574812,-0.043147,-19.438486,148.173430
66.470238,-9.369850,-0.151752,-0.873666,-0.741755,0.008144,-19.427510,146.833362
67.196726,-8.414061,-0.162046,-1.186102,-0.718328,-0.007529,-19.402194,145.420272
66.387038,-7.241817,-0.049485,-0.963599,-0.833332,0.078090,-19.436227,146.656294
69.023072,-9.672518,-0.148711,-0.854325,-0.710664,-0.037529,-19.340736,140.532650
70.589843,-10.441946,-0.133179,-0.751281,-0.705649,0.015575,-19.299490,137.011461
69.964601,-7.971242,-0.001575,-1.022347,-0.673420,0.145358,-19.329604,142.228454
68.383327,-8.120998,-0.053252,-0.997488,-0.701823,0.125023,-19.368291,143.039733
69.815920,-9.176357,-0.221133,-0.932623,-0.914824,-0.177050,-19.313864,138.366521
66.036180,-7.717069,-0.159766,-1.052681,-0.909783,0.009166,-19.436494,147.570645
67.643682,-7.598133,-0.106938,-1.305101,-0.774947,0.171646,-19.406691,147.504125
65.005989,-7.688363,-0.130016,-1.057903,-0.822378,-0.003143,-19.476384,149.835055
66.195379,-7.615756,-0.121221,-1.042800,-0.852779,0.025960,-19.435874,147.120487
66.938249,-8.276147,-0.134422,-1.177650,-0.671121,0.006391,-19.406372,146.410046
64.726007,-8.793575,-0.166213,-0.961598,-0.769989,-0.041335,-19.483397,150.935374
72.119523,-6.867772,-0.040002,-1.012380,-0.938173,0.100704,-19.248879,134.658858
71.572360,-9.277962,-0.122164,-0.745115,-0.895876,0.047785,-19.280617,137.628529
70.064684,-9.110362,-0.148115,-0.769325,-0.947158,0.022783,-19.311808,140.277593
70.721093,-6.853160,-0.129832,-1.143264,-1.068626,0.057295,-19.298734,138.785198
64.830826,-8.563749,-0.138183,-0.933672,-0.789478,0.019497,-19.491516,151.929397
70.135462,-9.278853,-0.147120,-0.830600,-0.888306,0.084106,-19.324772,140.225335
67.420719,-8.999094,-0.138166,-1.055099,-0.645089,-0.014566,-19.395188,145.731420
65.516413,-7.831043,-0.078608,-1.310637,-0.617496,0.105509,-19.472352,151.258990
68.217506,-8.175933,-0.089684,-1.077550,-0.711085,0.086695,-19.378686,144.577125
68.207899,-8.440142,-0.165327,-1.039908,-0.823142,-0.011069,-19.373337,142.180811
71.080385,-6.886460,-0.023045,-0.855171,-0.994547,0.071629,-19.276568,136.818054
68.699162,-9.291798,-0.151333,-0.871685,-0.850553,0.079203,-19.377346,145.715825
65.357108,-7.830584,-0.110127,-1.065496,-0.752176,0.024879,-19.464404,149.428685
66.417437,-8.897544,-0.090482,-0.965270,-0.635872,0.046332,-19.435610,148.755383
72.231112,-9.608378,-0.121984,-1.164002,-0.579786,0.072270,-19.260923,139.432194
69.985024,-8.395693,-0.188125,-1.098878,-0.846461,-0.064223,-19.303892,139.006961
67.820701,-7.372854,-0.127764,-1.186448,-0.840809,0.050070,-19.389689,142.111738
68.069154,-7.874476,-0.083757,-0.856931,-0.985187,0.183853,-19.384247,145.785636
70.509884,-8.723994,-0.174105,-1.170735,-0.728518,-0.034644,-19.297851,139.518512
64.814092,-8.461941,-0.130464,-0.749061,-1.085025,0.158490,-19.502732,153.739449
66.675674,-7.917916,-0.117007,-1.134386,-0.658839,-0.074126,-19.408982,143.788262
66.031716,-7.298249,-0.016951,-1.206316,-0.614705,0.062537,-19.444176,148.633924
68.902440,-7.106989,-0.074089,-1.096922,-0.845533,0.019333,-19.355418,143.040678
67.821047,-7.763357,-0.076334,-0.874582,-0.893272,0.082530,-19.381025,143.713461
67.235500,-7.507466,-0.071746,-1.142989,-0.751134,0.104864,-19.416390,146.428701
67.082416,-7.870001,-0.144245,-1.193811,-0.766026,-0.009130,-19.408472,146.900951
66.935166,-7.848494,-0.202891,-1.206100,-0.857022,-0.138841,-19.406025,143.936714
66.678312,-8.154989,-0.129153,-1.240612,-0.675675,0.056116,-19.424185,147.199520
67.813439,-8.808739,-0.193880,-0.948087,-1.000561,0.061169,-19.407124,146.247826
69.350371,-8.938273,-0.176701,-0.848522,-0.995325,-0.015888,-19.344020,142.615298
66.009063,-8.325672,-0.194245,-1.171504,-0.854058,0.032522,-19.446455,148.641168
68.294475,-7.081803,-0.046382,-1.212253,-0.721708,0.063473,-19.373653,145.145071
71.788153,-8.171125,-0.021849,-0.948504,-0.715528,0.133121,-19.265377,136.428799
66.655498,-8.111030,-0.079625,-0.945867,-0.808605,0.207439,-19.431672,146.350671
70.096945,-8.642301,-0.072145,-0.926674,-0.723557,0.090136,-19.327380,141.305621
69.763275,-6.827382,-0.071600,-1.219550,-0.923347,0.177330,-19.343041,141.782157
68.410348,-8.706804,-0.132906,-1.058676,-0.668135,-0.012726,-19.360650,142.057346
69.278929,-8.921222,-0.081917,-0.824748,-0.735290,0.052390,-19.341367,140.736099
66.528640,-7.392485,-0.104766,-1.006525,-0.949807,0.139341,-19.441700,147.375461
68.481884,-8.766658,-0.157958,-1.142999,-0.666076,-0.038802,-19.359606,141.675122
67.995327,-7.103254,-0.062068,-0.958928,-1.036578,0.253829,-19.394258,145.936205
64.564467,-7.619162,-0.097272,-1.112374,-0.680276,-0.036910,-19.483082,150.959940
68.170199,-7.961043,-0.107775,-0.973674,-0.873932,0.089041,-19.385028,145.418235
67.141867,-6.831226,-0.059319,-1.340649,-0.709472,0.063047,-19.408749,146.384736
69.309088,-7.059844,-0.124530,-1.434597,-0.788497,0.058840,-19.343561,141.348992
71.044866,-9.027809,-0.087497,-0.961482,-0.653183,0.055269,-19.285681,138.215559
70.941504,-6.232001,-0.027723,-1.027036,-1.076126,0.169327,-19.287029,137.088413
69.889077,-7.942528,-0.167371,-1.252669,-0.829955,0.009377,-19.334233,140.691789
69.308906,-8.307795,-0.127213,-1.023419,-0.759242,-0.035566,-19.332351,141.596983
70.434785,-7.023577,-0.151482,-1.110962,-1.089161,-0.037151,-19.306784,140.373000
67.010409,-7.539721,-0.091756,-0.871725,-0.935797,0.017770,-19.404113,145.136444
66.999543,-8.119283,-0.039409,-0.951764,-0.690968,0.111906,-19.414926,146.676926
67.987561,-8.579802,-0.179237,-0.960800,-0.971692,0.058995,-19.389343,144.910268
62.387012,-8.140951,-0.016573,-0.737403,-0.733642,0.092151,-19.562821,155.561938
68.619375,-7.426125,-0.092934,-1.101046,-0.835534,0.056495,-19.365567,142.493349
