67.361899,0.282058,-0.773887,-19.404731,145.715171
67.178370,0.303139,-0.817173,-19.412203,144.890240
64.635238,0.294283,-0.820608,-19.498184,152.520862
69.909786,0.284943,-0.813263,-19.333740,141.478988
69.869389,0.285584,-0.742518,-19.318404,138.859071
67.322391,0.288266,-0.773682,-19.396129,144.406913
63.755294,0.264469,-0.734750,-19.520746,152.505689
65.867381,0.279125,-0.766173,-19.449200,148.883013
67.895452,0.293362,-0.819122,-19.394840,145.355419
68.312616,0.315936,-0.872672,-19.377012,143.311522
66.567015,0.283306,-0.746266,-19.424956,145.875336
66.831890,0.279803,-0.758186,-19.413964,146.950510
63.651460,0.290831,-0.840096,-19.533533,155.823894
64.937474,0.289596,-0.777886,-19.482101,150.418545
65.516329,0.283245,-0.818841,-19.474753,151.550328
68.915435,0.276484,-0.796575,-19.355626,143.640655
68.148382,0.279978,-0.755780,-19.370645,142.383651
70.599628,0.265268,-0.764467,-19.304773,139.337922
68.903117,0.288971,-0.755828,-19.346323,140.507577
69.249224,0.292763,-0.835606,-19.346005,142.842472
68.448926,0.269863,-0.761768,-19.365745,143.660553
67.867752,0.318015,-0.874911,-19.390343,143.800581
65.910872,0.285372,-0.727716,-19.447017,147.598623
67.048564,0.261357,-0.775720,-19.409558,148.457137
66.561980,0.277919,-0.752232,-19.427611,146.941725
66.116356,0.295203,-0.810819,-19.447020,148.413280
67.505775,0.294350,-0.760100,-19.389723,143.906627
68.959267,0.285311,-0.808610,-19.364123,143.072131
65.491775,0.315521,-0.838799,-19.461209,149.765873
70.164093,0.295622,-0.817532,-19.322055,140.172406
65.040250,0.300803,-0.755263,-19.472855,147.291889
67.067327,0.297295,-0.831843,-19.412268,148.009481
63.285106,0.304697,-0.830144,-19.543481,155.102437
71.011893,0.292373,-0.901310,-19.299437,141.357566
66.796395,0.272412,-0.746411,-19.418557,147.026814
64.909665,0.302014,-0.804259,-19.483841,150.298981
67.059818,0.260243,-0.682776,-19.396537,145.216875
64.637284,0.302475,-0.805372,-19.494175,150.398372
68.347620,0.304447,-0.827469,-19.371268,142.228312
66.443829,0.290753,-0.858473,-19.438792,149.846518
65.819219,0.286155,-0.868267,-19.470798,152.278026
67.364068,0.298068,-0.806360,-19.408575,145.234348
65.873488,0.315953,-0.819028,-19.450873,147.280521
67.408871,0.265348,-0.750638,-19.400140,146.344954
66.149782,0.292270,-0.805340,-19.442243,147.624803
69.418726,0.273125,-0.725556,-19.325971,139.670892
68.256026,0.279995,-0.791801,-19.376890,143.926469
65.071113,0.297879,-0.844075,-19.482321,151.937404
68.580429,0.275387,-0.736571,-19.359770,142.290177
69.594555,0.284538,-0.761371,-19.329366,139.508574
66.588127,0.287857,-0.815620,-19.433359,148.390972
66.868506,0.292665,-0.810774,-19.432398,146.466875
69.615291,0.284051,-0.814152,-19.333635,142.184129
68.998004,0.269833,-0.784247,-19.358922,144.131469
69.888243,0.277236,-0.742929,-19.313643,141.043835
64.905091,0.289652,-0.779883,-19.483053,149.776701
68.839081,0.281007,-0.787941,-19.351856,142.001503
