69.287149,0.325749,-19.366920,144.231167
66.937244,0.314715,-19.441908,150.217548
70.279392,0.328906,-19.335958,140.827456
68.145165,0.321015,-19.404898,147.180490
69.305024,0.326752,-19.364341,144.535264
71.640845,0.323850,-19.290916,139.593062
72.909467,0.326658,-19.250903,136.757069
66.726745,0.339401,-19.440298,149.047153
68.904349,0.330485,-19.368239,144.913243
69.775780,0.330296,-19.339672,143.284012
71.720545,0.339941,-19.282246,137.591162
64.258333,0.326763,-19.524890,155.640381
71.409595,0.336817,-19.298945,138.334318
72.679286,0.310655,-19.267735,137.860600
68.839018,0.327625,-19.378972,144.536596
69.849297,0.330724,-19.341060,141.712908
68.895639,0.306493,-19.384492,146.817349
69.673373,0.304840,-19.362883,144.324966
65.924153,0.336707,-19.470042,150.143336
70.597867,0.321220,-19.330995,141.804687
70.326487,0.321499,-19.337130,140.965268
68.252330,0.321448,-19.397105,146.377517
64.827296,0.346669,-19.514201,151.248830
69.500725,0.331700,-19.357874,143.063127
71.090116,0.320308,-19.312238,140.607019
65.551789,0.340251,-19.479217,150.542646
67.612809,0.337036,-19.412410,146.495052
68.419970,0.320929,-19.396049,146.501268
68.510580,0.314236,-19.393481,147.051475
70.221676,0.337453,-19.334105,141.190815
73.310521,0.320054,-19.247717,137.940234
70.647737,0.326988,-19.316747,141.675993
69.509411,0.337043,-19.353776,142.711061
67.121097,0.318454,-19.433161,149.825962
68.181079,0.339410,-19.394190,144.348924
71.075005,0.310680,-19.312070,141.326800
67.580639,0.330754,-19.418389,147.601109
68.045157,0.333418,-19.401475,146.227611
70.268127,0.322654,-19.336652,142.061917
69.544956,0.325515,-19.356784,143.594239
69.517763,0.318876,-19.362133,144.258551
67.535182,0.333025,-19.422560,146.562301
72.771299,0.322747,-19.262969,138.293831
67.946162,0.318205,-19.406370,147.980124
67.231493,0.332086,-19.420714,147.774168
70.264749,0.324822,-19.334274,141.950839
69.775497,0.343332,-19.341561,142.210992
65.823573,0.331203,-19.474305,151.692379
69.473827,0.342859,-19.347219,142.883611
70.221749,0.335539,-19.331680,141.991888
71.672474,0.328342,-19.288534,139.771171
65.585171,0.306761,-19.489499,153.905445
70.194664,0.328010,-19.340148,141.928928
70.464044,0.309736,-19.325580,143.063820
67.236988,0.324685,-19.426839,148.332074
66.038805,0.331391,-19.462877,150.132136
66.069555,0.322159,-19.475968,152.627204
69.227852,0.321367,-19.369251,144.260902
64.654086,0.339750,-19.510996,154.048697
70.254514,0.313111,-19.345389,143.495905
69.480368,0.341288,-19.359794,141.248317
69.539015,0.338102,-19.351529,141.484198
65.849809,0.340786,-19.474365,151.339266
69.074827,0.328199,-19.380411,144.241935
71.020425,0.312815,-19.318870,141.809149
67.761235,0.320486,-19.416607,147.930336
68.975183,0.326992,-19.373438,145.812917
68.737685,0.325863,-19.385084,145.955237
64.555578,0.331748,-19.510750,153.398687
69.886227,0.324656,-19.345035,142.652290
72.445274,0.316636,-19.276405,138.739761
68.567655,0.316565,-19.392924,145.264023
68.988435,0.337318,-19.367550,143.712525
68.606811,0.320462,-19.385998,146.759054
69.559335,0.339359,-19.348709,143.146530
69.975374,0.319052,-19.348150,143.516196
70.433322,0.325614,-19.328372,141.069471
69.673855,0.321875,-19.349662,144.034665
68.214519,0.316359,-19.401646,146.491368
72.168796,0.301512,-19.284709,141.111180
70.919922,0.320969,-19.310391,141.685597
69.832213,0.318969,-19.356587,143.268400
70.404513,0.328608,-19.331707,142.532793
69.671513,0.321022,-19.356837,143.009313
68.441497,0.335706,-19.383771,145.273330
68.913175,0.321398,-19.378579,145.263534
70.081218,0.342763,-19.332800,141.082110
68.494980,0.346121,-19.381160,144.655932
70.537480,0.333341,-19.323870,140.591489
70.088295,0.314031,-19.350195,142.469695
71.958797,0.332338,-19.278121,138.246502
64.636957,0.350761,-19.504068,151.906201
71.961926,0.330593,-19.286546,138.437808
69.318272,0.332075,-19.356706,143.336198
69.007717,0.329435,-19.372305,144.647753
68.448277,0.325757,-19.383118,144.358153
66.639937,0.324078,-19.449973,150.169138
64.504633,0.332272,-19.523854,154.485620
68.215418,0.339769,-19.397265,145.987555
69.002159,0.325808,-19.369312,145.929152
69.473042,0.330692,-19.355723,143.554034
70.214169,0.314141,-19.340905,142.208867
67.365603,0.334173,-19.426607,147.411841
72.901128,0.324283,-19.256283,137.031564
68.265666,0.331167,-19.396964,145.752280
68.702884,0.333227,-19.376702,144.448699
68.986611,0.315552,-19.379114,146.693173
66.752945,0.343123,-19.442282,148.592341
67.290761,0.324708,-19.430142,148.026722
72.498395,0.322468,-19.262384,136.477535
68.162200,0.310844,-19.404929,147.332684
69.188269,0.312820,-19.373273,145.527651
70.293371,0.337502,-19.330250,141.494622
66.822696,0.322011,-19.438674,150.208893
66.990188,0.334850,-19.436738,149.311451
72.375001,0.326763,-19.271790,137.208788
68.726196,0.347197,-19.376643,143.894357
70.703162,0.321406,-19.317093,140.450676
67.283944,0.348356,-19.418876,146.423011
71.086575,0.323367,-19.309885,141.102125
68.923081,0.320581,-19.375449,145.934525
67.860090,0.324499,-19.412392,147.384382
72.516074,0.312766,-19.277383,138.985297
70.839112,0.325707,-19.316628,140.340718
70.211188,0.313084,-19.346624,143.179262
68.022789,0.307105,-19.408436,148.908187
69.783682,0.340795,-19.346340,142.020084
66.500317,0.342524,-19.448079,149.834314
70.500147,0.333814,-19.324860,139.867168
68.289193,0.317172,-19.399849,146.520136
71.293877,0.312895,-19.303432,141.807155
68.130412,0.328386,-19.396664,145.935131
70.293225,0.321865,-19.333897,142.988419
68.421765,0.319829,-19.388798,146.517401
66.610219,0.317900,-19.457877,150.245428
71.356693,0.322991,-19.302809,139.863953
66.927701,0.328679,-19.441098,149.761190
67.391526,0.336338,-19.427020,146.813588
69.355518,0.319904,-19.362134,143.699788
69.170253,0.316609,-19.367955,146.012078
69.210921,0.332344,-19.367961,144.593401
68.042137,0.312255,-19.409756,147.643090
70.445007,0.328611,-19.329463,142.485376
68.238437,0.321247,-19.392346,146.577970
68.113177,0.324537,-19.408780,147.073673
70.460421,0.327867,-19.323998,141.580005
68.402894,0.329618,-19.394330,145.777825
68.280050,0.324067,-19.389610,146.024127
65.784004,0.333915,-19.473934,152.215201
68.339079,0.331483,-19.387552,146.829475
68.110082,0.323291,-19.408591,146.944766
67.860621,0.328357,-19.413063,146.250675
