67.462950,-7.751126,-0.156565,-1.002257,-19.404499,146.200630
66.829359,-9.281602,-0.174854,-0.738247,-19.426046,147.313308
67.341812,-10.293194,-0.238773,-0.799434,-19.413672,146.319158
69.387338,-9.635871,-0.231691,-0.929516,-19.349077,143.098136
67.142328,-8.874179,-0.226259,-1.022666,-19.422977,147.586058
68.428776,-7.962060,-0.097215,-0.773165,-19.364037,142.653236
67.244542,-9.843687,-0.201475,-0.746519,-19.416158,147.207100
68.518715,-11.268057,-0.215555,-0.610214,-19.377322,144.211682
65.412822,-7.724559,-0.118607,-0.837253,-19.467526,148.982957
67.367969,-7.925821,-0.180901,-1.062776,-19.403342,147.734217
66.357508,-10.756938,-0.226678,-0.672261,-19.437863,146.863218
67.714182,-8.802758,-0.199231,-0.920962,-19.400008,144.469197
68.229930,-9.237910,-0.196241,-0.828194,-19.378380,144.287725
67.869368,-7.140092,-0.170185,-1.249006,-19.385993,146.268013
67.469752,-9.470388,-0.175008,-0.714687,-19.410075,145.036689
69.055443,-9.865964,-0.206438,-0.781251,-19.364526,143.253147
65.499793,-8.424759,-0.139676,-0.748176,-19.455605,148.067344
67.153948,-9.076406,-0.201140,-0.867184,-19.411938,146.434778
67.805469,-8.705090,-0.239906,-1.137674,-19.404059,145.311772
67.233354,-9.037818,-0.215207,-0.935654,-19.413485,146.865428
65.269185,-7.155909,-0.146693,-1.072936,-19.470213,149.665085
67.473050,-9.293352,-0.171238,-0.727071,-19.400292,145.383740
67.154062,-8.281268,-0.095720,-0.678051,-19.399630,144.133995
73.059821,-12.867717,-0.105855,-0.351259,-19.229197,140.807914
65.348634,-9.502182,-0.166275,-0.660029,-19.467208,149.307030
66.137691,-8.735300,-0.106596,-0.630629,-19.438154,148.066548
68.105244,-8.955308,-0.177023,-0.815819,-19.381191,144.785712
68.446863,-10.501816,-0.238212,-0.790621,-19.376579,145.255638
68.034771,-10.161241,-0.183450,-0.651250,-19.388313,143.853351
66.975039,-9.178252,-0.180803,-0.778479,-19.412923,146.774806
69.357519,-8.085430,-0.212212,-1.200916,-19.348638,142.821570
69.802774,-10.984613,-0.236800,-0.721793,-19.330238,141.362206
67.695795,-10.693982,-0.249781,-0.799273,-19.404050,146.652092
67.781475,-9.450380,-0.179825,-0.737075,-19.387603,144.999331
67.461940,-8.345899,-0.123512,-0.762479,-19.394912,145.584464
66.335423,-8.461228,-0.163738,-0.834841,-19.438350,148.197226
71.569039,-10.264711,-0.207898,-0.744347,-19.276419,138.050500
66.150824,-8.363013,-0.181874,-0.936295,-19.445434,148.445450
68.448197,-10.537904,-0.178797,-0.590007,-19.368770,142.799213
68.829362,-10.955060,-0.208858,-0.632391,-19.364053,143.649915
66.651396,-7.836736,-0.165239,-0.988139,-19.428621,146.985687
67.677424,-9.551737,-0.209128,-0.824318,-19.403199,145.242115
67.438663,-8.288411,-0.137699,-0.800806,-19.397924,145.768408
64.539760,-10.750948,-0.164376,-0.506400,-19.502173,151.447748
66.825031,-8.960220,-0.200674,-0.877868,-19.425944,146.973380
68.450747,-7.902547,-0.117719,-0.839719,-19.363545,143.239296
66.664834,-8.025988,-0.171429,-0.952932,-19.420037,146.543864
64.849833,-8.601339,-0.175508,-0.829091,-19.483678,151.077553
67.095111,-10.176367,-0.170265,-0.591986,-19.407120,145.556235
68.802296,-7.273048,-0.163948,-1.171642,-19.348383,142.753720
68.213219,-9.250678,-0.153175,-0.700932,-19.378957,143.749215
68.414898,-10.817880,-0.210854,-0.653321,-19.377481,144.639572
66.667544,-8.536531,-0.185248,-0.900398,-19.432107,147.036764
68.253154,-8.652029,-0.184774,-0.886583,-19.360819,142.762684
65.491554,-9.956348,-0.168189,-0.604017,-19.468111,149.484341
67.617616,-11.254204,-0.245240,-0.704716,-19.406109,146.753873
67.305783,-8.570085,-0.153581,-0.800818,-19.405550,145.983592
66.862826,-7.907973,-0.112910,-0.802141,-19.419063,146.025990
68.199009,-8.403843,-0.188353,-0.970950,-19.379322,144.150518
67.513064,-8.156790,-0.135057,-0.814346,-19.402812,144.467410
67.660123,-9.008767,-0.204209,-0.896473,-19.399864,146.181250
65.437434,-9.619756,-0.193364,-0.731324,-19.472135,150.040130
67.189452,-10.160317,-0.210539,-0.724339,-19.414348,147.196319
68.460058,-8.835965,-0.206635,-0.950686,-19.376462,143.463186
66.263200,-10.465933,-0.176240,-0.577887,-19.444941,148.777857
66.857426,-8.424164,-0.190118,-0.963711,-19.426680,147.396077
65.769577,-9.664440,-0.188421,-0.698415,-19.458178,149.332390
67.182124,-8.183658,-0.142595,-0.838967,-19.412859,145.688237
68.530188,-9.499662,-0.211924,-0.851729,-19.382643,144.345230
69.550782,-10.806907,-0.203110,-0.644366,-19.341942,142.156775
67.472571,-7.649877,-0.138254,-0.948186,-19.396236,145.810330
68.191587,-9.507061,-0.202720,-0.811670,-19.376760,144.825111
68.898023,-9.186333,-0.133921,-0.662151,-19.357388,142.260746
68.520466,-9.480093,-0.233290,-0.947270,-19.376712,145.019155
68.126976,-8.668850,-0.201114,-0.959380,-19.388856,143.920907
67.241459,-8.391101,-0.127250,-0.748053,-19.410613,145.283880
66.352361,-8.817334,-0.189394,-0.870203,-19.447581,149.555032
69.404980,-10.116944,-0.176645,-0.653833,-19.345061,141.973150
66.690182,-8.299212,-0.134629,-0.793118,-19.427556,147.238724
67.190741,-7.726225,-0.174480,-1.083645,-19.415968,147.128684
68.337260,-10.654541,-0.207499,-0.649956,-19.371058,143.175208
63.923934,-8.299993,-0.147210,-0.771755,-19.513241,152.394010
67.173390,-7.940917,-0.193883,-1.086077,-19.413611,145.637684
68.911627,-7.689825,-0.194415,-1.218908,-19.353839,144.544943
66.568995,-10.475516,-0.220224,-0.706871,-19.436433,148.463752
66.021915,-9.105215,-0.152500,-0.685926,-19.457149,148.189965
67.165024,-9.083400,-0.164966,-0.739086,-19.406454,145.208830
68.450043,-9.090022,-0.214963,-0.937990,-19.378122,143.891365
69.050681,-8.652697,-0.250285,-1.252803,-19.364795,144.117621
69.117629,-8.630225,-0.202641,-0.996195,-19.350177,142.881211
65.852714,-6.938476,-0.159112,-1.210884,-19.452955,149.583659
66.369942,-9.098344,-0.165499,-0.727565,-19.430620,147.205657
67.345850,-7.842515,-0.148631,-0.938527,-19.403958,145.400376
68.206052,-11.278719,-0.134144,-0.443773,-19.377649,146.028509
67.912931,-9.948933,-0.163345,-0.625092,-19.391596,145.635282
66.562240,-9.484773,-0.150233,-0.635007,-19.424700,147.308886
66.956465,-9.340686,-0.141083,-0.637142,-19.414524,146.236282
69.895495,-10.085467,-0.192656,-0.702753,-19.319879,140.966964
68.313900,-9.784380,-0.157593,-0.624272,-19.374404,142.778479
67.267701,-8.521370,-0.187105,-0.926923,-19.417726,145.746430
69.421657,-8.621446,-0.236788,-1.185467,-19.353013,142.876262
67.687643,-10.510863,-0.219825,-0.710335,-19.392433,145.611284
66.421314,-11.336714,-0.246481,-0.688832,-19.442343,150.145140
65.880348,-8.464626,-0.127865,-0.735391,-19.452108,148.582923
68.018272,-8.060772,-0.095143,-0.747828,-19.374625,143.896500
68.286424,-9.233635,-0.170900,-0.748086,-19.373918,143.390308
68.989456,-10.001849,-0.193180,-0.704549,-19.355881,142.018793
65.993406,-7.370097,-0.155375,-1.065080,-19.446342,148.134732
68.575154,-10.539949,-0.192460,-0.629373,-19.365823,143.655958
65.398093,-9.949989,-0.202442,-0.708313,-19.474301,151.187797
67.362066,-8.048137,-0.171496,-0.977232,-19.406121,145.386343
66.281858,-9.202522,-0.205089,-0.849897,-19.454817,147.747662
65.524200,-8.883628,-0.185650,-0.828588,-19.470168,150.249380
65.865406,-11.081584,-0.174910,-0.510332,-19.462678,148.968112
67.908083,-9.134372,-0.192427,-0.828450,-19.384070,143.830589
65.659006,-8.262639,-0.187656,-0.956017,-19.454760,148.867956
68.583685,-8.267295,-0.194165,-1.038154,-19.367326,144.182743
66.961423,-8.882996,-0.172802,-0.787088,-19.417479,145.312409
67.651441,-10.062602,-0.188583,-0.667786,-19.391804,145.168875
68.383963,-7.630432,-0.171185,-1.121279,-19.375334,145.191682
66.717065,-9.637664,-0.189951,-0.729588,-19.436447,147.120439
67.543322,-10.905461,-0.210817,-0.633949,-19.410512,146.642965
67.013896,-7.762230,-0.149149,-0.951401,-19.414418,146.234665
66.827261,-7.433914,-0.155455,-1.063185,-19.417192,146.861518
66.685903,-9.319932,-0.154505,-0.676138,-19.429641,146.642705
69.186044,-10.768053,-0.212678,-0.668501,-19.350373,142.790787
66.114948,-8.683306,-0.154183,-0.767901,-19.445895,148.544935
66.591451,-7.819564,-0.111737,-0.819179,-19.426781,146.546287
67.755889,-10.029313,-0.178327,-0.647878,-19.387751,144.210760
68.630713,-8.193362,-0.169103,-0.945458,-19.367448,142.429603
68.261317,-9.280421,-0.196025,-0.823287,-19.375539,144.561984
65.973508,-9.495692,-0.152235,-0.637422,-19.448890,149.039532
68.410073,-9.153344,-0.157591,-0.729214,-19.375444,143.841180
66.793240,-8.113438,-0.191507,-1.038247,-19.431074,147.444601
68.226107,-9.167674,-0.160643,-0.732592,-19.372759,144.713688
65.796749,-8.431876,-0.188714,-0.935764,-19.465357,149.136932
68.229767,-9.977375,-0.212379,-0.766270,-19.387284,144.569050
67.821154,-8.658955,-0.159435,-0.812814,-19.392082,144.971435
69.266512,-8.811509,-0.185203,-0.897612,-19.351975,142.526410
70.201820,-11.161976,-0.209280,-0.619675,-19.319913,141.287588
67.679038,-8.305357,-0.147238,-0.841064,-19.396921,145.481286
65.799515,-10.082438,-0.215431,-0.733618,-19.463485,150.436106
68.186054,-10.487177,-0.165459,-0.569428,-19.380566,143.877661
67.712162,-9.136216,-0.226973,-0.985329,-19.401310,146.593506
67.638862,-8.617111,-0.153020,-0.782486,-19.384948,144.067645
65.269114,-9.850067,-0.188482,-0.678734,-19.470373,150.594393
67.976018,-10.049937,-0.210234,-0.747343,-19.394520,144.868753
66.347143,-9.557324,-0.176138,-0.697837,-19.441638,148.499404
67.640051,-8.410330,-0.131490,-0.767094,-19.392373,144.950144
68.630537,-8.507350,-0.219772,-1.111978,-19.377214,144.446674
67.607239,-10.616886,-0.216668,-0.688843,-19.402435,145.403745
66.975596,-8.421281,-0.153828,-0.821726,-19.413854,145.978386
66.953636,-8.305353,-0.196234,-1.005638,-19.421785,145.618095
66.748272,-7.762302,-0.179234,-1.076651,-19.423311,147.930851
68.026672,-11.505540,-0.244816,-0.672181,-19.391633,145.690443
65.440255,-8.549615,-0.158870,-0.786762,-19.458040,149.146568
67.844170,-9.596148,-0.178217,-0.722497,-19.394848,145.495025
69.313661,-9.067653,-0.228637,-1.014395,-19.350851,141.675222
68.828183,-8.694829,-0.252522,-1.252630,-19.371331,144.396510
69.431242,-9.238438,-0.229920,-0.993680,-19.349957,143.123920
66.833397,-7.425028,-0.179184,-1.177224,-19.428440,147.354810
66.582206,-8.570553,-0.174238,-0.864679,-19.430950,147.805001
66.850047,-8.605033,-0.190350,-0.908098,-19.425332,146.574255
68.135207,-11.066006,-0.133752,-0.464189,-19.378929,145.743539
67.493903,-10.075085,-0.147022,-0.574133,-19.401759,146.033762
67.323699,-10.964606,-0.189925,-0.557010,-19.400544,144.862777
65.537204,-8.196368,-0.130902,-0.766747,-19.460143,148.322728
68.401465,-9.272226,-0.196650,-0.831483,-19.371321,143.875636
66.871403,-10.413859,-0.186100,-0.600134,-19.419792,145.900671
66.849580,-8.021444,-0.156855,-0.912425,-19.420770,146.413468
69.352244,-8.931793,-0.230110,-1.066381,-19.355064,142.732345
65.969208,-11.421998,-0.239836,-0.641898,-19.454214,149.322358
66.731089,-10.839333,-0.245612,-0.749560,-19.426608,148.543878
64.979183,-8.515710,-0.138017,-0.722480,-19.474131,149.331904
67.207922,-8.443209,-0.099102,-0.673068,-19.401668,145.348214
67.242289,-8.307896,-0.150703,-0.853298,-19.411055,147.115992
67.833408,-10.098664,-0.199215,-0.689455,-19.394400,143.580229
65.957806,-7.634273,-0.167038,-1.038405,-19.450294,149.299252
67.556604,-8.997554,-0.152707,-0.719911,-19.390525,144.773467
66.232058,-9.746474,-0.202500,-0.754404,-19.445069,149.524876
67.916667,-9.028124,-0.211228,-0.927102,-19.394457,145.130244
65.036037,-8.825419,-0.126490,-0.651819,-19.476072,150.041002
66.533848,-8.779344,-0.209620,-0.944250,-19.438295,147.659899
66.255972,-10.271488,-0.151687,-0.544953,-19.445096,147.631788
66.584883,-9.945678,-0.196716,-0.696323,-19.431356,147.405701
65.048189,-7.780602,-0.175099,-1.006200,-19.474839,149.844852
69.519508,-8.646982,-0.227223,-1.120655,-19.343233,142.327489
66.344321,-9.644677,-0.168392,-0.648722,-19.431166,146.766041
67.851085,-9.280165,-0.194374,-0.815187,-19.388101,145.224473
68.815429,-7.713031,-0.139386,-0.970690,-19.354772,143.942540
65.256672,-9.257973,-0.200609,-0.797009,-19.477984,149.637340
67.044853,-10.939212,-0.203015,-0.599935,-19.418511,146.007342
67.837521,-7.512040,-0.145071,-1.023658,-19.386992,145.271862
66.497693,-7.686467,-0.141727,-0.941742,-19.428196,147.183058
66.544933,-10.099367,-0.193972,-0.683160,-19.435427,148.378176
66.832533,-8.950612,-0.162178,-0.748022,-19.421693,146.001380
64.663032,-8.314466,-0.150822,-0.807954,-19.491388,151.488215
67.402118,-7.262846,-0.123087,-0.990273,-19.401681,145.615636
65.809654,-9.450278,-0.198657,-0.755705,-19.456878,147.387830
68.442848,-8.092589,-0.171149,-0.977662,-19.367763,143.648851
68.421343,-9.484023,-0.169725,-0.706306,-19.374182,143.217575
69.558679,-9.800428,-0.150719,-0.623417,-19.334154,140.615911
66.325126,-9.266455,-0.148028,-0.644555,-19.435190,146.145611
66.008329,-7.812300,-0.194628,-1.125071,-19.457613,149.388909
67.039352,-8.715757,-0.175683,-0.848673,-19.418337,147.675895
67.204819,-9.023848,-0.218823,-0.952589,-19.417339,146.285891
67.300235,-10.114094,-0.181842,-0.625927,-19.405366,143.891845
